,Document,Category
12203,"Pubs and restaurants urge PM to review 10pm curfew in England The 10pm curfew on pubs, bars and restaurants in England should be reviewed every three weeks and scrapped if found to be ineffective, according to an …",Business
12204,"Boris's speech was designed as a quick win. Then he opened his mouth It’s been a tricky few months for Boris Johnson. Just about every time he has been allowed out in public – be it for prime minister’s questions, his a …",Politics
12205,Bloody Sunday families reject decision to charge only one soldier The families of those who died in the 1972 Bloody Sunday killings in Derry are to challenge a legal decision not to prosecute any more former soldiers …,UK-News
12206,"Craig Silvey on writing from a trans perspective: 'A novelist is required to listen, to learn' Art imitates life in the opening scene of Craig Silvey’s latest novel, Honeybee. A transgender teenager, feeling helpless and alone, leans out from a …",Books
12207,"Wallabies' generosity cannot mask depth of Rugby Australia's financial hole Rugby Australia has moved to ring-fence key Wallabies in its latest interim pay deal with the players, but it is hardly an equitable arrangement for t …",Sport
12208,Pat Lam happy for Bristol's England players to miss 11 Premiership games The new Premiership season will start on 20 November when Exeter visit Harlequins but England players are unlikely to feature in more than three of th …,Sport
12209,Ocado overtakes Tesco as UK's most valuable retailer Ocado has overtaken Tesco to become the UK’s most valuable retailer after its stock market value soared to £21.66bn. Tesco is worth £21.06bn despite c …,Business
12210,"Mueller rejects prosecutor's criticism of Trump-Russia investigation In a rare public statement on Tuesday, Robert Mueller pushed back on criticism from a prosecutor who worked on his Russia investigation, who said the …",US-News
12211,World Bank announces $12bn plan for poor countries to buy Covid vaccines The World Bank has announced plans for a $12bn (£9.3bn) initiative that will allow poor countries to purchase Covid-19 vaccines to treat up to 2 billi …,Business
12212,"Brexit: controversial internal market bill passes final Commons hurdle — as it happened That’s it for tonight, after another tumultuous evening in the House of Commons. To recap, MPs voted 340 to 256, majority 84, in favour of the United …",Politics
12213,"Essex captain Tom Westley apologises for team's Lord's celebrations The Essex captain, Tom Westley, has apologised on behalf of his team following the celebrations at Lord’s during which alcohol was poured over a young …",Sport
12214,"Talking Horses: Paul Nicholls has huge team despite Covid cutbacks Amid all the Covid-related talk of racehorse owners cutting back and getting out of the game, Paul Nicholls’s stable is bucking the trend. New boxes h …",Sport
12215,Priti Patel looked at idea of sending asylum seekers to South Atlantic A Whitehall brainstorming session prompted by Priti Patel led to the idea being floated of sending asylum seekers to a volcanic island in the South At …,Politics
12216,'I can't separate art from artists who've done bad things. How do I explain this without feeling silly?' I have recently been having conversations about how – and why – we should separate the art from the artist. My boyfriend likes a certain Australian ba …,Life-and-Style
12217,"What led me to buy the gigantic blue Batmobile from the 1991 AFL grand final What? Why? To the uninitiated, these were the perfectly natural questions asked when it became apparent that I was going to assemble a group of people …",Sport
12218,"Helen Reddy, Australian singer of feminist anthem I Am Woman, dies aged 78 Helen Reddy, the Australian singer best known for her anthemic 1972 hit I Am Woman, has died at 78. Reddy had been diagnosed with dementia in 2015 and …",Music
12219,"Donald Trump refuses to condemn white supremacists at presidential debate Donald Trump declined to condemn white supremacists and violent rightwing groups during a contentious first presidential debate, instead urging a far- …",US-News
12220,"Michael Rosen on his Covid-19 coma: ‘It felt like a pre-death, a nothingness’ “I’m drinking lemon tea,” Michael Rosen says. “Would you like some? It’s what my mother used to call Russian tea, by the way.” And before I am through …",Books
12221,How the chaos of the first debate was received at three very different watch parties The first US presidential debate of the 2020 campaign cycle was an experience most American voters had never witnessed before: a bitter and divisive s …,US-News
12222,"America is in pain. The presidential debate offered no help With more than 200,000 Americans dead from Covid-19, the economy in tatters, the west on fire, schools shuttered, police brutality against Black peopl …",US-News
12223,"A Facial Action Coding system to explain what women are thinking? You could just ask It’s good to know that the pandemic hasn’t stopped proper academic research being done. Not just research into treatment or a cure for Covid, but some …",Life-and-Style
12224,"New Zealand beat Australia in third women's Twenty20 international – as it happened That’s it from me. An important win from New Zealand, successfully getting to the finish line against the world champions. It wasn’t the most clinical …",Sport
12225,"'Audiences won’t have seen anything like this': how Iranian film Chess of the Wind was reborn The rediscovery of a film is seldom as fascinating a story as the film itself, but that’s the case with Chess of the Wind (Shatranj-e Baad), directed …",Film
12226,US casino operator Caesars agrees £2.9bn William Hill takeover The US casino operator Caesars Entertainment has agreed a £2.9bn takeover of the British bookmaker William Hill. The companies announced on Wednesday …,Business
12227,"Donald Trump ensures first presidential debate is national humiliation Cry, the beloved country. Donald Trump ensured Tuesday’s first US presidential debate was the worst in American history, a national humiliation. The r …",US-News
12228,"Brexit: internal market bill passed by Commons despite Tory concerns A controversial government Brexit bill that breaches international law has safely passed its final House of Commons hurdle, despite continued serious …",Politics
12229,"They hate each other's political views – so why have they become friends? When Glenn Stanton and Sheila Kloefkorn first ended up in the same room together, they knew they were not going to see eye to eye. Stanton, the direct …",Life-and-Style
12230,"Boohoo reports sales surge despite Leicester supplier scandal A wave of negative publicity about working conditions at Boohoo’s Leicester suppliers has not dented demand at the online fashion retailer, as sales r …",Business
12231,"Bob Mould, alt-rock's gay icon, takes on American evil: 'My head's on fire!' It’s been a fortnight since Bob Mould could open his windows. “The air is pretty toxic,” he reports from his home in San Francisco, as the California …",Music
12232,"Glue and scissors: how I rediscovered my teenage hobby amid the pandemic In March came the quarantine. Homebound under the governor’s orders, my only escape was an Apple orchard of electronics – MacBook. iPhone. iPad. – my …",Life-and-Style
12233,"Shell to cut up to 9,000 jobs as Covid-19 accelerates green drive Royal Dutch Shell plans to cut up to 9,000 jobs in the wake of the coronavirus pandemic, up to 10% of its workforce, as part of a major corporate over …",Business
12234,"How egg freezing got rebranded as the ultimate act of self-care When Valerie Landis underwent her first round of egg freezing in 2015, she was younger than many of the other patients. Landis, a healthcare sales pro …",US-News
12235,"Brailsford confident Geraint Thomas can bounce Ineos back at Giro d'Italia Geraint Thomas is a true champion who is “up for the fight” of winning this year’s Giro d’Italia when it starts on Saturday, a bullish Sir Dave Brails …",Sport
12236,Moderator Chris Wallace criticized as Biden drowned out by Trump in debate The Fox News host Chris Wallace faced much criticism as he struggled to referee the first presidential debate between Donald Trump and Joe Biden on Tu …,US-News
12237,"Schubert: where to start with his music He composed more than 600 songs – taking the art of writing German Lieder to a new plane – as well as seven completed symphonies, chamber music and pi …",Music
12238,The Haunting of Alma Fielding by Kate Summerscale review – a terrific true ghost story In the late 1930s something strange was happening in the semis and terraces of suburban Britain. Tables bucked and strange stigmata appeared on the bo …,Books
12239,"More than 200 writers and publishers sign letter in support of trans and non-binary people Days after a host of prominent literary names signed a letter defending JK Rowling “against hate”, more than 200 writers, publishers and journalists i …",Books
12240,"Trump plunges presidential debate into chaos as he repeatedly talks over Biden The first presidential debate between Donald Trump and Joe Biden deteriorated into an ugly display of contempt on Tuesday night, as the president rele …",US-News
12241,"Almost half of staff at UK offices had returned before new advice – report The number of UK workers returning to their desks gathered pace this month with 45% of office staff heading back to work, compared with 37% in August. …",Business
12242,Half of coronavirus fines go unpaid in England and Wales Half the fines issued by police for breaches of coronavirus rules in England and Wales have not been paid and will be dealt with by the already beleag …,UK-News
12243,"Rialto review – raw emotional power fuels a punishing character study Peter Mackie Burns’s painful, unhappy drama packs a hard punch; you must steel yourself for the emotional blows. Tom Vaughan-Lawlor is excellent as 46 …",Film
12244,"Top 10 verse novels Verse novels have been with us for millennia, yet when you publish one, many are surprised by your breach of the prose-novel tradition and also somewh …",Books
12245,"Keir Starmer accuses Boris Johnson of abandoning people with 'viable' jobs Keir Starmer has accused the government of abandoning people with “viable” jobs by refusing proper support during continued lockdown restrictions, as …",Politics
12246,Bank of England's Haldane blasts 'Chicken Licken' pessimism; US payroll growth swells – as it happened Time for a quick recap. The Bank of England’s top economist has warned that pessimism about the UK recovery could hurt growth. Andy Haldane hit out at …,Business
12247,"UK is looking at processing asylum claims overseas, No 10 suggests Downing Street has effectively confirmed it is looking at the idea of an Australian-style asylum system in which all claimants would be processed in c …",UK-News
12248,"Grenfell surveyor had to handle 130 projects at once, inquiry hears The council department responsible for checking the safety of the Grenfell Tower refurbishment was “swamped” with work as austerity-driven cuts slashe …",UK-News
12249,"Westminster's links to Britain's slave trade revealed in art survey More than 200 works of art that adorn the plinths and corridors of Westminster have links to the transatlantic slave trade, a review conducted in ligh …",Politics
12250,"Northern California fires rage on as hot, dry weather holds Flames devoured swaths of brush and trees in northern California on Wednesday amid unseasonably hot and dry weather. High winds that spread new fires …",US-News
12251,"Jamie Murray wants LTA to think long-term after French Open failures The state of British tennis is not a geographical place but an island of despond for those weary of serial failure, and wet, grey Paris has provided a …",Sport
12252,"That Click review – photographer tribute develops into a dud This serviceable if somewhat glib documentary pays tribute to the photographer Douglas Kirkland, an industry veteran who has been around long enough t …",Film
12253,"Deloitte selling contact tracing services to local UK health officials Deloitte, the consultancy giant hired by the government to help run the NHS test-and-trace programme, is involved in selling separate contact-tracing …",UK-News
12254,British Gymnastics launches fresh investigation after Tinkler releases email British Gymnastics has begun another investigation after the Rio Olympic bronze medallist Amy Tinkler alleged that a senior coach had used the phrase …,Sport
12255,"Helen Reddy obituary Every social movement has its definitive song, and feminism got its anthem in 1972, when the Australian singer Helen Reddy released the single I Am Wo …",Music
12256,Britain offers EU fishing concession as part of Brexit sweetener Britain has offered a three-year transition period for European fishing fleets to allow them to prepare for the post-Brexit changes as part of an 11th …,Politics
12257,"Black residents nearly four times as likely to be cited by Los Angeles police, report finds The Los Angeles police department (LAPD) gave 63% of its citations for “loitering while standing” to Black residents in recent years, despite African …",US-News
12258,Giles praises England players' pay realism as Bairstow drops off red-ball list Ashley Giles insisted England’s cricketers are not blind to the financial uncertainty facing the sport after the latest batch of men’s central contrac …,Sport
12259,"Guardian Australia's book club: join Jimmy Barnes for a chat about music, memoir and precious moments When singer Jimmy Barnes’ memoir Working Class Boy was released in 2016, it caused a sensation. Barnes’ account of his childhood went beyond the usual …",Books
12260,"'When she speaks, you listen': Cricket Australia braces for loss of Belinda Clark On International Women’s Day this year, 86,174 people packed into the MCG to watch a game of women’s cricket, something unimaginable during Belinda Cl …",Sport
12261,"Revealed: No 10 explores sending asylum seekers to Moldova, Morocco and Papua New Guinea Downing Street has asked officials to consider the option of sending asylum seekers to Moldova, Morocco or Papua New Guinea and is the driving force b …",UK-News
12262,"Australian-style offshore asylum plan driven by No 10 When news of government plans to send migrants to Ascension Island broke in the Financial Times on Tuesday night, sources close to the home secretary, …",UK-News
12263,"Eliud Kipchoge denies platform Nike shoes violate the spirit of sport Eliud Kipchoge has rejected suggestions that the next generation of game-changing Nike shoes violate the spirit of sport, even though he has conceded …",Sport
12264,"Silence is a bizarre position for Boohoo's chairman to adopt “If he chooses to do so, the chairman could become an icon in the industry and the company he created will go from strength to strength,” said Alison …",Business
12265,"Battered, bloodshot Boris is no longer the star of his own show Like most narcissists, Boris Johnson is unable to conceive of other people having an independent existence. Rather, they are mere satellites orbiting …",Politics
12266,"Keir Starmer: pupils should learn more black British history The Labour leader, Keir Starmer, is to call for schoolchildren to be taught more about Britain’s black history, to help them reach “a full understandi …",Politics
12267,"More than a third of UK employers planning to make staff redundant More than a third of UK employers plan to make staff redundant over the next three months, according to research warning of a cascade of job losses ca …",Business
12268,"California to consider slavery reparations after landmark law passed California will consider paying reparations to descendants of slavery, becoming the first state in the US on Wednesday to adopt a law to study and dev …",US-News
12269,Biden raises record funds as aides jab 'train wreck' Trump after sorry debate Joe Biden broke fundraising records coming out of Tuesday’s acrimonious presidential debate between the Democratic nominee and Donald Trump. The chaot …,US-News
12270,"Inside the revamped Bodmin jail, one of Britain's 'most haunted' buildings Most visitors to Cornwall head to the surf beaches, the picturesque fishing harbours, art galleries, gardens or castles in search of light and joy. Ho …",UK-News
12271,"Pubs, bars and restaurants report Covid curfew sales dive Sales at pub, bar and restaurant chains plunged by more than a third on the same period last year after a 10pm coronavirus curfew was imposed across m …",Business
12272,"Tom Stoppard: A Life by Hermione Lee review – an exceptional biography In The Invention of Love, Tom Stoppard has his Oscar Wilde character describe biography as “the mesh through which our real life escapes”. Quoting tha …",Books
12273,"A Perfectly Normal Family review – trans drama told from the heart Danish director Malou Reymann makes her debut feature with this gentle, open-hearted drama based on her own childhood experience of her dad transition …",Film
12274,Hey Hi Hello by Annie Nightingale review – five decades of pop gusto Irvine Welsh once wrote that Annie Nightingale was less a DJ and more “a surrogate cool big sister” to disaffected teenagers. “When the flatulent soun …,Books
12275,"Talking Horses: Nathan Evans faces lengthy suspension over test The jockey Nathan Evans has tested positive for a banned substance, understood to be a metabolite of cocaine, and is facing a lengthy suspension as a …",Sport
12276,"AC/DC reunite, featuring three former members AC/DC have announced a reunion, featuring members who had left the classic rock band in recent years. A new post on their Instagram account depicts vo …",Music
12277,Brothers in Arms review – Platoon's veterans hold their audience hostage The cast of Oliver Stone’s 1986 Vietnam classic Platoon heartily exchange old war stories in this making-of documentary by two of their own: Paul Sanc …,Film
12278,"Cinematic cycling scenery, bobsleigh and memories of Dean Jones 1) Leeds face Manchester City in the Premier League on Saturday in the clubs’ first top-flight meeting since 2004. But let’s go back further in time t …",Sport
12279,"‘We want our island back’: the group taking on cruise ships in Florida Keys Will Benson stands on the platform of a mint green fishing boat, under a white-hot sun, and whipsaws a fly fishing rig over azure waters as glassy as …",US-News
12280,Halfords raises profit forecast to £55m as cycling sales roll on Halfords has raised profit expectations for the second time in a month after a surge in bike sales. The cycle and car parts retailer said demand for b …,Business
12281,"Trump-Biden debate moderator: 'I never dreamt it would go off tracks like it did' Chris Wallace, the Fox News journalist who acted as moderator during Tuesday’s chaotic US presidential debate between Donald Trump and Joe Biden, has …",US-News
12282,"Borat praises Donald Trump on Twitter ahead of new film A parody Twitter account styled to represent the government of Kazakhstan but apparently in promotion of the forthcoming Borat sequel, has praised Don …",Film
12283,"First Thing: Biden raised $4m from the ashes of the first debate Good morning. It is Joe Biden who appears to have benefited from Tuesday’s acrimonious presidential debate, raising $3.8m in the hour immediately foll …",US-News
12284,"Indian dance classes on Zoom lifted the heaviness I’d been carrying In February, I learned that musician Kedaar Kumar, son of my long-ago Indian classical dance teacher, Rathna Kumar, had died suddenly of heart failure …",Life-and-Style
12285,"UK asylum detention: top civil servant says 'all options on the table' The top civil servant at the Home Office has said “all options are on the table” for the migration system, in response to reports officials were asked …",UK-News
12286,"Happiness, a Mystery by Sophie Hannah review – solving the most profound puzzle What if we brought a detective’s logic to bear on the search for happiness? In this book, the bestselling crime writer Sophie Hannah sifts the evidenc …",Books
12287,"From cut-out confessions to cheese pages: browse the world's strangest books Edward Brooke-Hitching grew up in a rare book shop, with a rare book dealer for a father. As the author of histories of maps The Phantom Atlas, The Go …",Books
12288,"20 best African films – ranked! 20. Borders (2017) The film’s director, Apolline Traoré, was born in Burkina Faso and educated in the US before returning to the country of her birth …",Film
12289,"Revealed: Amy Coney Barrett supported group that said life begins at fertilization Amy Coney Barrett, the Trump administration’s supreme court nominee, publicly supported an organization in 2006 that has said life begins at fertiliza …",US-News
12290,Entitled by Kate Manne review – how male privilege hurts women This book doesn’t let up. What starts as a series of anecdotes about male privilege and how it motivates men to act in violent ways develops into a na …,Books
12291,"Horse Meat Disco: 'A naked clubber became our mascot. He had his cigarettes in his socks' Every club night has its defining “were you there?” moment and, for Horse Meat Disco (HMD), it was Kate Bush and a lot of dry ice on New Year’s Day 20 …",Music
12292,"I Will Walk With My Love review – gifted soprano finds depth and dancing in folk-classical debut At a time when many opera singers are out of work and chances to hear the full-throttle human voice in all its glory are few, a new recital disc as go …",Music
12293,"Avatar 2 is ready for launch – but has James Cameron left it too late? If James Cameron’s Avatar were a pop song it would be Bohemian Rhapsody by Queen, an epic concoction that brings immense joy the first time it is expe …",Film
12294,"Elvis Costello's teenage obsessions: 'I had a massive crush on Judi Dench in 1966' Talking to a Stranger My view of the world was coloured by the fact that my parents separated, and I used to go to the movies – the pictures as we cal …",Music
12295,Boris's Brexit and Covid incompetence spreads to infect asylum policy For obvious reasons it has been coronavirus and Brexit that have been dominating the news agenda in recent months. But No 10 has been getting concerne …,Politics
12296,Racing 92 players test positive for Covid-19 two weeks before European final Racing 92’s preparations for European Champions Cup final against Exeter on 17 October have been thrown into turmoil following reports in France that …,Sport
12297,Voters may see Tory asylum plans as sign of determination – or disarray Migrant camps on distant islands; decommissioned ferries kitted out to process asylum seekers; floating booms in the Channel. The government’s “blue s …,UK-News
12298,Brexit: EU launches legal action against UK for breaching withdrawal agreement The EU has launched legal action against the UK after Boris Johnson failed to respond to Brussels’ demand that he drop legislation that would overwrit …,Politics
12299,UK asylum: the offshore options officials were told to consider Downing Street and ministers have asked Foreign Office officials to consider a wide range of options to deter asylum seekers from attempting to cross …,UK-News
12300,"Middlesbrough mayor vows to defy government over new Covid restrictions More than 2 million people in Merseyside, Warrington and Teesside will be banned by law from mixing with other households indoors in the latest extens …",UK-News
12301,"Global manufacturing growth hits 25-month high; US jobless claims fall – as it happened Time for a quick recap, after a day dominated by employment worries. Global manufacturing has posted its strongest growth in over two years. Factory b …",Business
12302,Victoria Spry: woman who was tortured by 'sadistic' foster mother dies A woman who suffered years of physical and mental torture by her “sadistic” foster mother and went on to become a passionate advocate for abuse surviv …,UK-News
12303,"Mitchelton-Scott seek elusive Giro d'Italia win with Simon Yates gunning for pink For Matt White, chief sports director of Australian cycling team Mitchelton-Scott, the Giro d’Italia is more than just a bike race. The Italian Grand …",Sport
12304,"All Our Shimmering Skies by Trent Dalton review – a quest fable follow-up to Boy Swallows Universe Molly Hook, the gravedigger’s daughter, has a heart on the verge of turning to stone. When her mother dies she is left to fend for herself against her …",Books
12305,Jelena Ostapenko rediscovers form to stun Karolina Pliskova at French Open Jelena Ostapenko arrived at the French Open with one of the most peculiar tournament records any player will ever attain. Of the five times she had co …,Sport
12306,Manchester attack inquiry: MI5 accused of 'obsessive focus on secrecy' MI5 risks undermining the confidence of the families bereaved by the Manchester Arena terror attack by asking to give evidence anonymously and from be …,UK-News
12307,"Number-cruncher: the devastating power of Katie Porter's whiteboard If I were a powerful man caught in a political bind, my dreams would be filled with images of Representative Katie Porter, chasing me around Capitol H …",US-News
12308,Government offshore asylum idea attacked as 'morally bankrupt' Humanitarian groups and charities have reacted with fury to revelations that No 10 officials explored sending asylum seekers to offshore detention cen …,UK-News
12309,"UK coronavirus: Poland and Turkey added to England's quarantine list; Starmer urges rethink of 10pm closing – as it happened Sir Keir Starmer has called for a rethink of the compulsory 10pm closing time for pubs (see 4.09pm), as growing numbers of Tory MPs have also expresse …",Politics
12310,"Andy Haldane: the funnyman central banker who's not great at maths “I’m Andy, and I’m a central banker,” said Andy Haldane, the Bank of England’s chief economist, to a ripple of laughter as he began a TEDx talk in Gla …",Business
12311,"Rolls-Royce's rights issue is emergency button it should have pressed sooner The process was slow and spluttering, but Rolls-Royce got there in the end: there will be a fully underwritten rights issue to raise £2bn, plus a new …",Business
12312,Elton John voices support for face masks after being accused of breaking rules Elton John’s spokesperson has said the singer is “fully supportive of wearing a mask in public” after he was accused of flouting face mask rules durin …,Music
12313,"Outrage as Texas governor orders closure of multiple ballot drop-off sites Texas is already one of the hardest places in America to vote, and Greg Abbott, the state’s governor, on Thursday made it even harder. The announcemen …",US-News
12314,'Eat out to help out' did not boost hospitality sector finances – poll The government’s £500m subsidy for restaurant and pub meals failed to improve the finances of the UK’s hospitality and catering industries in the thir …,Business
12315,"Which? urges aviation authority to set up 'robust' dispute service The consumer group Which? has called on the Civil Aviation Authority (CAA) to introduce a single, robust, dispute resolution service after concluding …",Business
12316,"Legalise e-scooters in UK as alternative to short car trips, MPs say MPs have called on the government to legalise e-scooters in the UK and advertise them to car drivers as a greener alternative for short journeys. The …",Politics
12317,"California firefighters watch for ‘violent’ winds as nearly 30 blazes burn Firefighters in northern California are warily watching for “violent” winds expected to return to the Napa-Sonoma area, amid continuing extreme heat a …",US-News
12318,Trump rejects change to rules despite chaos of first debate Donald Trump’s re-election campaign has rejected calls to change the rules of the next two presidential debates with Democratic challenger Joe Biden a …,US-News
12319,"Burgess stands down as police, NRL investigate 'very serious' allegations against ex-Rabbitohs star New South Wales police and the NRL’s integrity unit are investigating “very serious” allegations against the South Sydney Rabbitohs and the club’s for …",Sport
12320,Home Office moved Covid-affected asylum seekers against orders The Home Office moved dozens of asylum seekers involved in a Covid outbreak more than 120 miles despite an enforcement order saying they should remain …,Politics
12321,"The data scientist exposing US white supremacists: 'This is how you fight Nazis' The far-right Proud Boys group, whom Donald Trump refused to denounce this week, have been linked to assaults on protesters, white supremacist organiz …",US-News
12322,"Covid-19 infections are now increasing 'exponentially' - but what does that mean? The prime minister has warned that Covid-19 infections are now increasing “exponentially”. That sounds technical, but should we be frightened? The Lat …",Books
12323,"I’d heard about a running ‘high’. Now, I too, have felt the buzz of finishing a 5k It’s rare that someone looks forward to exercise all of the time – even if one enjoys playing sports (as I do), or can barely remember the direct rout …",Life-and-Style
12324,"The Forty-Year-Old Version review - Radha Blank's New York chamber comedy The Forty-Year-Old Version is a rangy, laidback, one-woman-show type of film with an interesting tang of disillusionment. It comes from Radha Blank, w …",Film
12325,"The Devil and the Dark Water by Stuart Turton review – irresistible maritime mystery The Seven Deaths of Evelyn Hardcastle – a curiously invigorating mix of genres described by its publishers as “Gosford Park meets Inception, by way of …",Books
12326,"Yates and Thomas the favourites as Giro follows fast on heels of the Tour In the rejigged 2020 cycling season, Grand Tours have become like buses. You wait ages and then two or three turn up, each one right behind the others …",Sport
12327,"Blackpink: The Album review – brilliance from the world's biggest girl band In some benighted corners of the internet, the big news a couple of weeks ago was the latest battle in the ongoing war between fans of South Korean bo …",Music
12328,"Chess: Carlsen wins with 1 f3 as Play Magnus raises $42m in Oslo listing Magnus Carlsen has won yet another speed chess final, defeating Wesley So 5.5-3.5 after the world champion won the first game with the bizarre opening …",Sport
12329,"Snowdrops: Volutes review – musical studies from the edge of humanity While working as a radio operator during the first world war, Maurice Martenot became fascinated by the pure sine waves that were accidentally produce …",Music
12330,"Donald Trump's age and weight may cause Covid complications, doctors say Doctors have warned that the US president, Donald Trump, has numerous factors placing him at risk of complications from Covid-19, including his age an …",US-News
12331,Red Pill by Hari Kunzru review – a timely take on reality The title of Hari Kunzru’s sixth novel is taken from the famous scene in The Matrix where protagonist Neo is offered a choice: the red pill will allow …,Books
12332,"Eternal Beauty review – Sally Hawkins shines in audacious, offbeat triumph Writer-director Craig Roberts has created a thoughtful, valuable, humane drama about mental illness. The setting is a British suburbia around the 1980 …",Film
12333,Working Men's Club review – synthpop of every stripe on outstanding debut LP The Golden Lion pub in Todmorden gives locals the chance to meet and talk about the high number of UFO sightings in the isolated West Yorkshire town. …,Music
12334,RLPO/Petrenko review – maximum impact for bold start to virtual season The Royal Liverpool Philharmonic’s autumn season in its home base is a mixture of online-only performances and concerts with socially distanced audien …,Music
12335,"The Boys in the Band review – fierce fun and games in the pre-Aids era Hammy and stagey and campy it might be, but The Boys in the Band turns out to have a fiercely watchable soap-operatic intensity, a sustained attack of …",Film
12336,"Petina Gappah: 'Last book to make me laugh? The cheese chapter in Three Men in a Boat' The book I am currently reading Belonging, the second part of Simon Schama’s magisterial series The Story of the Jews. The books that changed my life …",Books
12337,"My life in sex: ‘I both long for romance and dread it’ When my friends talk about sex and romance, I pretend to understand and hope they don’t notice that I don’t have stories of my own to tell. I’ve never …",Life-and-Style
12338,"Why Radiohead are the Blackest white band of our times Ask anyone who is the Blackest white rock band to emerge over the past 30 years, and my hunch is that few would say Radiohead. The hypnotically wonky …",Music
12339,"Tracks of the week reviewed: Sam Smith, James Blake, Justin Bieber Sam Smith Diamonds Diamonds is told from inside an acrimonious breakup: the messy enmeshing of love and finances. “Take all the money you want from me …",Music
12340,"A second Trump term would be 'game over' for the climate, says top scientist This article is published as part of Covering Climate Now, a collaboration of 400-plus news outlets to strengthen coverage of the climate story. The G …",US-News
12341,"Dick Johnson Is Dead review – a startling confrontation with death Kirsten Johnson is the cinematographer and film-maker who in 2016 created, or curated, Cameraperson, an arresting, dreamlike collage of material that …",Film
12342,"How I learned to love being an Essex girl In the kingdom of the East Saxons, towards the end of the seventh century, the noblewoman Ethelburga founded an abbey in a place they called Berecingu …",Books
12343,"Sunday best: 17 expert tips for the perfect roast dinner, from brining the chicken to bashing the potatoes Few meals retain a capacity for disappointment like the classic British roast dinner. Expectations are usually high, and there is just so much that ca …",Life-and-Style
12344,Asda sold to billionaire Issa brothers in £6.8bn deal Asda has been sold to two billionaire brothers from Blackburn and the private equity firm TDR Capital in a deal that values the supermarket chain at £ …,Business
12345,"D (A Tale of Two Worlds) by Michel Faber review – fantasy that fails to fly Every morning, the heroine of Michel Faber’s new book wakes in her cosy bed on the south coast of England. Dhikilo leads what might look like an ordin …",Books
12346,"Susie Dent 'gutted' after new book Word Perfect printed with host of typos Countdown’s resident lexicographer Susie Dent has testified to the effectiveness of lalochezia, or “the use of swearing to alleviate stress and frustr …",Books
12347,Classical highlights for the week ahead: 2 to 9 October Elias Quartet Leamington Music returns in a new venue. Beethoven is the common denominator between the Elias Quartet’s two programmes: in their late a …,Music
12348,"'I feel pride': incarcerated residents of Washington DC register to vote for first time On a Wednesday afternoon earlier last month, Tony Lewis Sr, a former Washington DC drug dealer in his 32nd year of a life sentence, didn’t imagine any …",US-News
12349,"Zef Eisenberg killed during land speed record attempt Zef Eisenberg, the millionaire sports nutrition company founder and television presenter, has been killed during an attempt to break the British land …",UK-News
12350,"Tell us about the one five-minute home improvement that made a big difference Since the beginning of the coronavirus pandemic, more people have been spending time renovating their homes. We would like to hear from people in the …",Life-and-Style
12351,"'Hawaii, Bristol, it's just as fun': world's top adaptive surfers take to The Wave The rain pelted down and the wind swept in but Bruno Hansen, one of the world’s leading adaptive surfers, didn’t mind a bit. After his training sessio …",Sport
12352,"I do have one old-fashioned attitude about marriage. It's to do with prenups My thoroughly modern and fiercely feminist friend is getting a prenup. We talk about it often: she tries to convince me it’s a tool for equality, and …",Life-and-Style
12353,"Derek Mahon, Belfast-born giant of Irish poetry, dies aged 78 Derek Mahon, the Belfast-born poet who became an immense figure in Irish poetry with poems such as A Disused Shed in Co Wexford and Courtyards in Delf …",Books
12354,"Biden announced in-person canvassing. Then Trump tested positive for Covid At a Latinos for Trump roundtable in Phoenix in August, Alma Rodriguez said she had yet to hear from Joe Biden’s campaign this cycle. But the 28-year- …",US-News
12355,Von der Leyen  says parts of Brexit talks 'completely open' ahead of showdown Ursula von der Leyen has described the most difficult parts of the Brexit negotiation as remaining “completely open” but backed an intensification of …,Politics
12356,"Priti Patel bullying inquiry delay 'eroding trust' within Whitehall The home secretary, Priti Patel, is under pressure on multiple fronts following a claim that Boris Johnson’s failure to conclude a seven-month bullyin …",Politics
12357,What happens if Trump is incapacitated and how would it affect the election? What happens if Trump is incapacitated? Under the 25th amendment to the US constitution the president himself – or the vice-president with the agreeme …,US-News
12358,"Honda stun F1 and Red Bull by saying 2021 season will be their last Honda, which supplies engines to Red Bull and AlphaTauri, has announced it is to pull out of Formula One at the end of 2021 in a major shock which car …",Sport
12359,Kenenisa Bekele withdraws from London Marathon with calf injury The hugely anticipated contest between Kenenisa Bekele and Eliud Kipchoge at Sunday’s 40th London Marathon is off after Bekele pulled out on Friday af …,Sport
12360,"UK coronavirus: 770 Northumbria University students test positive; nearly 7,000 new cases overall - as it happened We’re closing this live blog. For more coronavirus updates from around the world, head over to our global live blog: For the latest on Donald Trump’s …",Politics
12361,Is there still time for a Brexit trade deal? This week the last scheduled talks were held between EU and UK negotiators on a Brexit trade and security deal. Only 90 days remain until the end of t …,Politics
12362,"Actor Rick Moranis punched in the street in random attack The Ghostbusters and Honey, I Shrunk the Kids star Rick Moranis has been the victim of a street attack in New York City. Footage shows the 67-year-old …",Film
12363,"Post Office apologises in false accounting scandal climbdown The Post Office has decided not to oppose 44 of the 47 appeals lodged by former subpostmasters who were convicted of false accounting, theft, or fraud …",Business
